geneID	R_27738	R_27722_PCR	R_29691_PCR	R_28359	R_28373_PCR	R_30129_PCR	SBBSR37	SBBSR40	SBBSR41	SBBSR43	SBBSR45	SBBSR47	SBBSR48	SBBSR49	SBBSR50	SBBSR51	SBBSR54	SBBSR55	SBBSR56	SBBSR39
ENSG00000220240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220248	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220256	6	1	0	27	5	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0
ENSG00000220267	0	12	1	3	2	0	0	0	0	0	0	0	0	2	0	0	0	1	1	1
ENSG00000220291	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220305	0	1	1	0	0	3	5	5	4	7	0	8	4	8	1	4	1	1	1	2
ENSG00000220311	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220323	1	0	0	1	2	1	1	2	0	0	0	0	0	3	0	0	0	0	0	1
ENSG00000220326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220340	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220343	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	1	0	1	0	0
ENSG00000220347	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220349	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ENSG00000220370	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	1	0	0
ENSG00000220377	1	2	2	0	1	0	3	0	2	0	4	0	4	0	2	1	0	4	0	8
ENSG00000220378	0	45	1	26	5	6	0	1	0	1	3	1	0	0	0	0	1	0	0	1
ENSG00000220392	0	0	0	0	0	0	4	2	0	0	3	1	1	1	0	0	0	0	2	4
ENSG00000220412	11	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220418	21	28	0	39	20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220446	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220472	2	7	16	1	9	2	6	16	17	11	14	20	19	11	18	7	13	11	13	33
ENSG00000220483	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220494	0	2	0	2	0	1	0	0	0	1	0	3	2	8	1	3	0	5	0	2
ENSG00000220505	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220506	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220515	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220517	0	7	2	21	2	7	6	4	11	1	2	2	5	1	3	1	10	6	4	7
ENSG00000220522	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0
ENSG00000220537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220541	0	1	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0
ENSG00000220548	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000220553	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220557	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220563	0	10	0	0	4	5	22	19	10	62	17	11	16	4	15	18	3	15	38	35
ENSG00000220575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220581	0	12	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220583	5	6	6	0	5	6	2	2	3	3	4	1	1	0	4	1	1	1	2	0
ENSG00000220585	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000220586	0	0	3	1	1	0	1	1	0	0	0	0	2	0	1	0	0	0	1	9
ENSG00000220598	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220600	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000220614	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	0	1	2	1
ENSG00000220635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220643	0	3	3	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220660	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000220666	0	6	0	14	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
ENSG00000220685	0	1	0	21	0	1	2	2	2	6	11	7	3	2	3	5	1	2	1	1
ENSG00000220694	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
ENSG00000220695	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0
ENSG00000220702	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
ENSG00000220721	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220725	8	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220734	0	13	0	0	13	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0
ENSG00000220739	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000220744	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	1	2	0	0	1
ENSG00000220745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220748	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000220749	1143	678	844	823	523	209	7	3	5	4	5	3	4	1	2	0	6	5	4	2
ENSG00000220758	0	6	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220771	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000220773	1	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000220785	64	522	228	6	257	554	231	696	415	598	572	397	268	243	491	410	207	410	415	266
ENSG00000220793	3	3	3	13	7	0	3	2	10	3	11	3	14	1	1	2	13	9	10	12
ENSG00000220804	59	2	1	91	4	6	19	28	3	30	7	11	10	25	4	25	5	5	9	17
ENSG00000220831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220842	439	310	351	401	420	86	67	43	138	92	99	92	12	16	141	94	130	89	250	44
ENSG00000220848	0	9	18	15	20	12	26	53	19	34	38	31	20	25	35	26	9	43	28	50
ENSG00000220867	9	0	0	0	0	0	2	2	0	0	0	0	0	2	0	2	0	1	0	1
ENSG00000220868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000220871	0	4	0	17	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220875	3	0	0	0	1	0	0	1	0	0	1	1	0	1	0	0	1	1	0	0
ENSG00000220884	13	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000220891	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ENSG00000220908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220913	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220920	0	1	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220924	0	0	0	0	0	0	1	2	1	0	1	1	1	0	0	0	0	1	0	1
ENSG00000220925	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220937	0	2	1	0	1	0	0	1	0	0	1	1	2	0	0	1	0	0	0	0
ENSG00000220948	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220949	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220960	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221813	0	0	0	2	0	0	1	0	0	1	0	0	1	0	1	0	0	0	1	2
ENSG00000221817	18	12	18	1	10	32	185	434	172	163	150	260	109	289	110	241	156	238	68	208
ENSG00000221818	33	93	48	53	24	32	346	148	47	1916	155	100	78	96	98	123	33	100	82	131
ENSG00000221819	1	4	1	1	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000221821	24	307	291	1	254	280	35	60	104	30	157	60	89	78	95	57	129	89	65	48
ENSG00000221823	32	493	236	35	308	436	1349	2406	1039	1825	1090	2151	920	1823	1167	1498	746	2289	797	1806
ENSG00000221826	8	15	1	6	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221829	69	302	227	72	195	252	380	500	492	463	564	421	313	362	487	309	277	459	406	456
ENSG00000221836	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000221837	0	1	0	2	0	0	10	0	4	0	387	0	2	0	0	0	0	17	0	0
ENSG00000221838	150	257	213	301	182	261	282	410	351	380	582	320	390	276	486	340	229	297	457	362
ENSG00000221840	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221843	16	13	7	5	16	11	0	1	0	0	0	1	1	2	0	0	0	0	0	2
ENSG00000221844	0	7	1	1	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221845	0	1	0	32	1	0	0	0	0	0	0	0	0	0	1	4	0	0	1	0
ENSG00000221849	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221852	9	1	0	0	2	0	205	5	150	2	3324	1	87	0	74	4	4	587	2	433
ENSG00000221855	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221858	0	0	0	4	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221859	0	0	0	1	1	0	3	0	2	0	293	0	6	0	0	0	0	7	0	1
ENSG00000221864	0	0	0	0	0	0	35	2	15	0	631	0	18	0	0	0	0	32	0	12
ENSG00000221866	31	108	61	44	49	48	426	585	169	1621	267	234	124	198	289	340	39	424	331	404
ENSG00000221867	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221869	301	17195	1443	66	2506	14573	172	534	1305	470	304	807	205	384	262	636	975	598	297	338
ENSG00000221874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221878	4	0	1	6	1	0	20	14	0	2	17	1	23	0	15	6	1	75	27	11
ENSG00000221879	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221880	0	0	0	1	1	0	134	10	193	0	2518	0	40	0	43	0	0	367	0	217
ENSG00000221882	0	0	0	1	0	0	1	1	0	5	0	0	2	2	0	1	0	0	0	1
ENSG00000221883	90	55	129	44	74	101	29	41	50	21	54	44	15	23	30	27	36	45	20	27
ENSG00000221886	0	26	30	12	19	30	105	144	51	176	71	90	73	50	91	74	31	109	120	193
ENSG00000221887	0	0	2	1	8	5	13	22	18	16	40	7	17	31	7	16	9	34	11	12
ENSG00000221888	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221890	58	87	120	1	93	54	89	265	85	149	146	39	53	104	75	197	49	67	74	131
ENSG00000221891	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221900	7	3	4	81	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221909	5	94	64	3	76	64	119	245	107	174	144	155	132	142	133	118	78	204	149	231
ENSG00000221910	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221914	5	329	187	2	200	277	1143	1654	904	1782	1225	1187	1341	1277	1156	1169	578	1687	1434	1866
ENSG00000221916	1	30	60	0	53	37	3	11	11	5	16	3	24	2	19	4	13	6	14	18
ENSG00000221923	23	111	73	25	120	136	299	382	165	239	155	276	101	207	116	272	292	265	68	145
ENSG00000221926	14	91	77	26	82	64	270	378	281	256	637	162	490	130	599	218	110	529	373	422
ENSG00000221930	0	1	0	1	0	0	0	2	0	0	0	0	2	2	2	0	0	1	0	1
ENSG00000221931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221932	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221933	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221937	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221938	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221944	30	67	41	36	39	62	141	227	96	151	164	135	119	122	113	138	87	208	122	220
ENSG00000221946	147	336	250	0	139	54	22	19	27	28	43	7	13	33	16	22	13	15	13	13
ENSG00000221947	1	1	3	1	1	0	2	22	2	0	6	0	24	8	1	18	1	0	0	51
ENSG00000221949	3	40	14	0	19	41	13	20	21	9	9	24	10	21	14	18	23	21	4	14
ENSG00000221953	0	31	38	0	28	22	9	7	5	10	9	4	5	4	3	8	1	5	4	7
ENSG00000221954	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221955	38	37	18	33	20	150	71	61	32	28	142	1106	210	830	84	42	54	43	23	138
ENSG00000221957	0	0	0	6	4	0	4	5	18	6	0	0	16	5	2	5	17	2	3	3
ENSG00000221962	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000221963	325	77	129	562	108	56	2181	6099	3371	5344	1562	3061	1440	8072	763	3241	2181	4224	3217	1295
ENSG00000221968	168	2145	2204	25	825	1176	653	469	579	1994	1540	678	523	616	585	608	434	507	779	483
ENSG00000221970	0	0	2	1	0	0	5	4	3	1	3	1	0	1	0	0	0	1	0	1
ENSG00000221971	0	0	0	0	0	0	0	5	1	0	0	2	0	4	0	0	0	1	0	0
ENSG00000221972	0	0	2	3	1	1	1	1	2	38	0	8	6	13	1	4	1	2	4	5
ENSG00000221977	0	0	0	2	0	0	0	0	0	0	1	0	1	0	1	1	0	0	1	0
ENSG00000221978	263	5431	3389	41	2798	5668	4494	5870	3369	6145	5699	4374	4155	4917	5684	5652	2580	5482	5927	5628
ENSG00000221983	9151	23599	19108	5950	25187	11243	6567	12083	19629	9394	17321	15397	8286	9168	10838	7476	19055	14676	11955	10005
ENSG00000221986	0	4	5	1	6	1	1	1	2	2	4	0	3	0	5	1	1	1	0	4
ENSG00000221988	1	94	55	0	60	50	283	313	193	412	341	178	407	136	328	286	82	333	450	521
ENSG00000221989	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221990	240	155	252	125	211	179	37	58	69	39	137	57	74	56	95	56	92	65	59	47
ENSG00000221994	2	16	6	2	8	9	64	94	50	77	57	46	77	35	44	68	28	68	81	100
ENSG00000221995	11	43	8	12	19	74	124	320	76	163	117	131	151	231	142	160	24	157	114	229
ENSG00000221996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222000	0	4	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222001	0	0	0	2	0	0	6	1	3	0	95	0	4	1	1	0	0	13	2	6
ENSG00000222004	0	2	3	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222005	3	7	3	1	5	11	11	10	6	17	12	10	2	4	4	15	13	10	1	8
ENSG00000222007	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222009	55	268	45	33	54	471	145	454	111	238	79	483	149	442	156	154	86	233	117	151
ENSG00000222011	48	36	21	3	29	29	58	89	68	60	49	70	67	66	60	46	35	76	64	91
ENSG00000222012	0	7	0	0	2	0	3	3	1	1	1	4	2	5	2	0	0	1	0	2
ENSG00000222014	0	0	0	1	1	0	3	2	3	12	0	1	4	1	2	0	0	0	2	5
ENSG00000222017	0	0	3	0	2	1	1	19	21	0	1	2	5	5	2	5	3	19	7	0
ENSG00000222018	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222019	0	4	10	0	10	9	6	5	13	6	46	1	14	6	11	9	2	13	3	17
ENSG00000222020	33	111	198	12	148	150	3	12	18	3	21	26	11	3	5	8	52	20	10	10
ENSG00000222022	0	2	0	0	2	2	0	1	0	0	0	4	0	10	0	0	1	1	0	0
ENSG00000222024	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
